"rec_id","continent_fk","country_fk","processing_method","harvest_year","expiration_date"
1077,"North America","Guatemala","Washed - Wet","2013","2014-02-13"
1078,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1079,"North America","Honduras",NULL,"2016","2017-02-02"
1080,"Asia","Taiwan","Washed - Wet","2014","2015-11-23"
1081,"North America","El Salvador","Washed - Wet","2013","2015-04-26"
1082,"Asia","China","Washed - Wet","2013","2015-01-17"
1083,"Asia","Taiwan","Washed - Wet","2013","2014-12-26"
1084,"North America","Mexico","Washed - Wet","2012","2013-09-04"
1085,"North America","Mexico","Washed - Wet","2012","2013-08-30"
1086,"Africa","Burundi",NULL,"2016","2017-01-21"
1087,"Africa","Tanzania","Washed - Wet","2015","2016-11-15"
1088,"Africa","Tanzania","Washed - Wet","2014","2015-12-18"
1089,"Asia","Taiwan","Other","2013","2014-12-26"
1090,"North America","Guatemala","Washed - Wet","2013","2014-06-06"
1091,"North America","Mexico","Semi-washed - Semi-pulped","2012","2013-08-30"
1092,"North America","United States","Washed - Wet","2012","2013-02-07"
1093,"Africa","Ethiopia",NULL,"2010","2011-06-17"
1094,"South America","Brazil","Natural - Dry","2017","2018-11-03"
1095,"North America","Honduras","Natural - Dry","2016","2018-04-06"
1096,"North America","Mexico","Washed - Wet","2016","2017-04-26"
1097,"Asia","Myanmar","Natural - Dry","2015","2016-08-26"
1098,"Asia","Myanmar","Natural - Dry","2014","2016-07-16"
1099,"North America","Nicaragua","Washed - Wet","2015","2016-02-20"
1100,"North America","United States","Natural - Dry","2014","2015-03-03"
1101,"South America","Colombia","Washed - Wet","2012","2015-01-08"
1102,"Asia","Taiwan","Semi-washed - Semi-pulped","2013","2014-12-26"
1103,"North America","Guatemala","Washed - Wet","2012","2014-01-09"
1104,"North America","Mexico","Washed - Wet","2012","2013-09-27"
1105,"Asia","Vietnam","Other","2017","2018-05-09"
1106,"North America","Nicaragua","Washed - Wet","2015","2016-04-23"
1107,"North America","Honduras","Washed - Wet","2015","2016-01-26"
1108,"North America","Guatemala","Washed - Wet","2013","2014-08-07"
1109,"North America","Mexico","Washed - Wet","2012","2013-10-09"
1110,"North America","Mexico","Washed - Wet","2012","2013-09-13"
1111,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1112,"North America","Guatemala","Washed - Wet","2012","2013-05-24"
1113,"North America","United States",NULL,NULL,"2012-09-21"
1114,"South America","Brazil","Pulped natural - honey","2017","2018-11-29"
1115,"Asia","Taiwan","Washed - Wet","2014","2015-11-23"
1116,"North America","Nicaragua","Natural - Dry","2013","2015-02-25"
1117,"Asia","Taiwan","Other","2013","2014-12-26"
1118,"Asia","Taiwan","Washed - Wet","2013","2014-12-26"
1119,"Asia","Taiwan","Semi-washed - Semi-pulped","2013","2014-12-26"
1120,"North America","Mexico","Washed - Wet","2012","2013-09-14"
1121,"North America","Mexico","Washed - Wet","2012","2013-08-30"
1122,"North America","Nicaragua","Washed - Wet","2017","2018-06-13"
1123,"Asia","Myanmar","Washed - Wet","2015","2016-07-16"
1124,"North America","Mexico","Washed - Wet","2014","2015-05-01"
1125,"Asia","Taiwan","Washed - Wet","2013","2014-12-26"
1126,"Asia","Thailand","Washed - Wet","2012","2014-05-29"
1127,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1128,"North America","Mexico","Washed - Wet","2012","2013-09-04"
1129,"Africa","Ethiopia",NULL,"2010","2011-06-17"
1130,"South America","Colombia","Washed - Wet","2015","2016-04-22"
1131,"North America","United States","Natural - Dry","2014","2015-05-12"
1132,"North America","Mexico","Washed - Wet","2013","2014-03-29"
1133,"North America","Mexico","Washed - Wet","2012","2013-09-11"
1134,"North America","Mexico","Washed - Wet","2012","2013-08-30"
1135,"North America","Mexico","Washed - Wet","2012","2013-07-26"
1136,"North America","Mexico","Natural - Dry","2012","2013-07-11"
1137,"North America","Mexico","Washed - Wet","2012","2013-07-11"
1138,"North America","United States",NULL,NULL,"2012-09-21"
1139,"Africa","Kenya","Washed - Wet","2017","2018-08-25"
1140,"North America","Guatemala","Washed - Wet","2017","2018-08-22"
1141,"North America","Nicaragua","Washed - Wet","2014","2016-03-29"
1142,"North America","Mexico","Washed - Wet","2012","2013-07-11"
1143,"North America","United States","Natural - Dry","2012","2013-04-05"
1144,"North America","Guatemala","Washed - Wet","2016","2018-06-22"
1145,"Asia","Taiwan","Natural - Dry","2014","2016-03-20"
1146,"Asia","Taiwan","Washed - Wet","2013","2015-07-28"
1147,"Asia","Thailand","Washed - Wet","2013","2015-06-16"
1148,"South America","Peru","Washed - Wet","2013","2015-01-23"
1149,"North America","Costa Rica","Washed - Wet","2013","2014-09-23"
1150,"North America","Mexico","Washed - Wet","2013","2014-03-29"
1151,"North America","Mexico","Washed - Wet","2013","2014-03-29"
1152,"North America","Mexico","Washed - Wet","2013","2014-03-29"
1153,"North America","Mexico","Washed - Wet","2012","2013-09-14"
1154,"North America","Mexico","Washed - Wet","2012","2013-09-04"
1155,"North America","Guatemala","Washed - Wet","2012","2013-07-23"
1156,"North America","Mexico","Washed - Wet","2012","2013-06-06"
1157,"North America","Guatemala","Washed - Wet","2016","2018-06-22"
1158,"North America","El Salvador","Washed - Wet","2016","2018-03-23"
1159,"Asia","Thailand","Washed - Wet","2013","2015-06-16"
1160,"North America","Guatemala","Washed - Wet","2013","2014-06-27"
1161,"North America","Mexico","Washed - Wet","2013","2014-03-29"
1162,"North America","Mexico","Washed - Wet","2012","2013-09-27"
1163,"North America","Mexico","Washed - Wet","2012","2013-06-04"
1164,"Asia","Thailand",NULL,NULL,"2011-04-09"
1165,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1166,"North America","Mexico","Washed - Wet","2012","2013-08-30"
1167,"South America","Colombia",NULL,"2010","2012-02-09"
1168,"North America","Guatemala",NULL,"2009","2012-01-13"
1169,"North America","Nicaragua","Natural - Dry","2015","2016-07-05"
1170,"Asia","Taiwan","Natural - Dry","2014","2016-05-22"
1171,"South America","Colombia","Washed - Wet","2013","2014-06-21"
1172,"North America","Mexico","Washed - Wet","2012","2013-08-01"
1173,"North America","Mexico","Washed - Wet","2012","2013-07-11"
1174,"North America","Guatemala","Washed - Wet","2013","2015-05-13"
1175,"North America","Guatemala","Washed - Wet","2014","2015-03-31"
1176,"North America","Mexico","Washed - Wet","2012","2013-09-11"
1177,"Africa","Cote dIvoire","Washed - Wet","2016","2018-06-06"
1178,"South America","Colombia","Washed - Wet","2013","2015-01-08"
1179,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1180,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1181,"North America","Guatemala","Washed - Wet","2012","2013-01-12"
1182,"Asia","Taiwan","Washed - Wet","2014","2015-11-07"
1183,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1184,"North America","Guatemala","Washed - Wet","2017","2018-08-22"
1185,"North America","Honduras","Washed - Wet","2017","2018-07-27"
1186,"North America","Guatemala","Washed - Wet","2016","2017-05-23"
1187,"North America","Guatemala","Washed - Wet","2015","2016-06-29"
1188,"North America","Costa Rica","Washed - Wet","2012","2014-12-10"
1189,"North America","Mexico","Washed - Wet","2012","2013-09-13"
1190,"North America","Mexico","Washed - Wet","2012","2013-08-30"
1191,"North America","Mexico",NULL,NULL,"2011-04-09"
1192,"North America","Guatemala","Washed - Wet","2017","2018-08-23"
1193,"North America","United States","Washed - Wet","2013","2015-06-09"
1194,"North America","Mexico","Washed - Wet","2012","2013-09-13"
1195,"North America","Mexico","Washed - Wet","2012","2013-09-12"
1196,"North America","Mexico","Washed - Wet","2012","2013-07-03"
1197,NULL,NULL,NULL,NULL,"2012-02-29"
1198,"North America","Guatemala","Washed - Wet","2014","2015-09-11"
1199,"North America","Honduras","Washed - Wet","2014","2015-04-26"
1200,"South America","Peru","Washed - Wet","2012","2014-01-08"
1201,"North America","Mexico","Natural - Dry","2012","2013-09-17"
1202,"North America","Mexico","Semi-washed - Semi-pulped","2012","2013-09-12"
1203,"North America","Mexico","Washed - Wet","2012","2013-08-30"
1204,"North America","Mexico","Washed - Wet","2013","2014-03-12"
1205,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1206,"North America","Nicaragua","Other","2016","2018-05-22"
1207,"North America","United States","Natural - Dry","2013","2015-01-17"
1208,"North America","Guatemala","Washed - Wet","2013","2014-07-05"
1209,"North America","Mexico","Washed - Wet","2012","2013-08-01"
1210,"North America","Mexico","Semi-washed - Semi-pulped","2012","2013-07-16"
1211,"North America","Mexico","Washed - Wet","2012","2013-06-06"
1212,"Asia","China","Washed - Wet","2013","2015-04-26"
1213,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1214,"North America","Nicaragua",NULL,"2016","2017-02-16"
1215,"North America","Nicaragua","Natural - Dry","2014","2016-03-27"
1216,"North America","Guatemala","Washed - Wet","2014","2015-09-04"
1217,"Asia","Taiwan","Washed - Wet","2013","2015-07-22"
1218,"North America","Mexico","Washed - Wet","2012","2013-07-26"
1219,"North America","Mexico","Washed - Wet","2012","2013-07-02"
1220,"North America","United States",NULL,NULL,"2012-06-20"
1221,"North America","Mexico","Washed - Wet","2014","2015-04-26"
1222,"North America","Mexico","Washed - Wet","2012","2013-09-14"
1223,"North America","Mexico","Washed - Wet","2012","2013-07-26"
1224,"South America","Brazil","Natural - Dry","2014","2015-12-16"
1225,"North America","Mexico","Washed - Wet","2012","2013-09-14"
1226,"North America","United States","Natural - Dry","2014","2015-03-19"
1227,"North America","Guatemala","Washed - Wet","2014","2015-02-27"
1228,"North America","Guatemala","Washed - Wet","2012","2014-02-07"
1229,"North America","Mexico","Natural - Dry","2012","2013-09-11"
1230,"North America","Guatemala","Washed - Wet","2012","2013-01-12"
1231,"North America","United States","Natural - Dry","2014","2016-01-20"
1232,"North America","United States","Natural - Dry","2012","2013-05-24"
1233,"Asia","Indonesia","Washed - Wet","2016","2018-07-18"
1234,"North America","Mexico","Washed - Wet","2012","2013-07-11"
1235,"Asia","Taiwan","Washed - Wet","2016","2018-06-06"
1236,"North America","Honduras","Natural - Dry","2014","2015-05-15"
1237,"North America","United States","Natural - Dry","2014","2015-03-18"
1238,"North America","Guatemala","Washed - Wet","2014","2015-02-07"
1239,"Asia","China","Washed - Wet","2013","2014-09-05"
1240,"North America","Guatemala","Washed - Wet","2013","2014-04-29"
1241,"North America","Mexico","Washed - Wet","2012","2013-09-11"
1242,"South America","Colombia",NULL,NULL,"2012-11-30"
1243,"North America","Costa Rica","Washed - Wet","2014","2016-02-03"
1244,"North America","Mexico","Washed - Wet","2012","2013-07-26"
1245,"North America","Guatemala","Washed - Wet","2012","2013-01-12"
1246,"North America","Nicaragua",NULL,"2016","2017-02-28"
1247,"South America","Brazil","Washed - Wet","2014","2015-08-25"
1248,"North America","Guatemala","Washed - Wet","2013","2014-02-07"
1249,"Asia","Taiwan","Washed - Wet","2012","2014-05-29"
1250,"North America","United States","Natural - Dry","2013","2014-05-03"
1251,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1252,"North America","Guatemala","Washed - Wet","2013","2014-01-29"
1253,"South America","Brazil","Natural - Dry","2017","2018-10-20"
1254,"North America","Guatemala","Washed - Wet","2014","2015-04-08"
1255,"North America","Mexico","Washed - Wet","2012","2013-09-13"
1256,"North America","Haiti","Washed - Wet","2013","2015-05-05"
1257,"North America","United States","Natural - Dry","2013","2015-01-27"
1258,"North America","Mexico","Washed - Wet","2012","2013-09-11"
1259,"South America","Peru","Washed - Wet","2014","2016-06-15"
1260,"Asia","India","Natural - Dry","2016","2018-01-16"
1261,"North America","Mexico",NULL,NULL,"2011-04-09"
1262,"North America","Guatemala","Washed - Wet","2012","2013-01-02"
1263,"North America","Mexico","Washed - Wet","2012","2013-07-26"
1264,"North America","Guatemala","Washed - Wet","2012","2013-04-30"
1265,"North America","Guatemala","Washed - Wet","2011","2013-01-02"
1266,"North America","United States","Natural - Dry","2014","2015-03-18"
1267,"North America","United States","Natural - Dry","2013","2015-01-20"
1268,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1269,"Asia","Indonesia","Natural - Dry","2011","2013-01-17"
1270,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1271,"North America","Honduras","Natural - Dry","2014","2015-05-15"
1272,"Asia","Philippines","Washed - Wet","2012","2014-05-14"
1273,"South America","Brazil","Natural - Dry","2017","2018-10-27"
1274,"North America","Guatemala","Washed - Wet","2012","2013-07-09"
1275,"North America","Guatemala","Washed - Wet","2012","2013-01-05"
1276,"North America","Mexico","Washed - Wet","2012","2013-09-12"
1277,"North America","Mexico","Washed - Wet","2012","2013-09-12"
1278,"North America","Mexico","Washed - Wet","2012","2013-06-06"
1279,"North America","Mexico","Washed - Wet","2012","2013-03-05"
1280,"North America","Mexico","Washed - Wet","2012","2013-07-11"
1281,"North America","Mexico","Washed - Wet","2012","2013-09-13"
1282,"North America","Mexico","Washed - Wet","2012","2013-08-01"
1283,"North America","Guatemala","Washed - Wet","2012","2013-01-08"
1284,"North America","Guatemala","Washed - Wet","2012","2013-01-04"
1285,"North America","Mexico","Washed - Wet","2013","2014-03-29"
1286,"North America","United States","Natural - Dry","2014","2015-03-13"
1287,"North America","Guatemala","Washed - Wet","2013","2014-06-06"
1288,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1289,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1290,"North America","Mexico","Washed - Wet","2012","2013-08-01"
1291,"North America","United States","Natural - Dry","2012","2013-04-06"
1292,"South America","Brazil",NULL,"2016","2016-12-27"
1293,"North America","Honduras","Washed - Wet","2014","2015-04-26"
1294,"North America","Mexico","Washed - Wet","2014","2015-05-08"
1295,"South America","Colombia","Natural - Dry","2013","2015-03-03"
1296,"North America","United States","Natural - Dry","2014","2015-03-10"
1297,"North America","Haiti",NULL,"2010","2012-08-22"
1298,"North America","Costa Rica","Washed - Wet","2014","2016-02-03"
1299,"North America","Mexico","Washed - Wet","2012","2013-09-10"
1300,"North America","Mexico","Washed - Wet","2012","2013-07-11"
1301,"North America","Mexico","Washed - Wet","2014","2015-05-05"
1302,"South America","Brazil","Natural - Dry","2017","2018-10-27"
1303,"North America","Honduras","Washed - Wet","2014","2015-05-15"
1304,"North America","Honduras","Washed - Wet","2014","2015-05-15"
1305,"North America","Honduras","Washed - Wet","2014","2015-05-15"
1306,"North America","Mexico","Washed - Wet","2012","2013-09-17"
1307,"North America","Haiti","Natural - Dry","2012","2013-05-24"
1308,"North America","Nicaragua","Other","2016","2018-06-06"
1309,"North America","Guatemala","Washed - Wet","2012","2013-05-24"
1310,"North America","Honduras",NULL,"2017","2018-04-28"
1311,"Africa","Uganda",NULL,"2013","2015-06-26"
1312,"Asia","India","Washed - Wet","2017","2018-10-31"
1313,"Asia","India",NULL,"2015","2016-04-29"
1314,"Africa","Uganda",NULL,"2013","2015-07-14"
1315,"Africa","Uganda",NULL,"2013","2015-06-26"
1316,"Asia","India",NULL,"2012","2013-02-28"
1317,"Asia","India",NULL,"2014","2015-05-15"
1318,"Asia","India","Washed - Wet","2017","2018-10-25"
1319,"Asia","India","Washed - Wet","2015","2017-08-17"
1320,"Africa","Uganda",NULL,"2014","2015-08-05"
1321,"Africa","Uganda",NULL,"2014","2015-06-26"
1322,"Asia","India","Natural - Dry","2015","2017-08-23"
1323,"Asia","India",NULL,"2014","2015-05-19"
1324,"Africa","Uganda",NULL,"2013","2015-07-14"
1325,"Africa","Uganda",NULL,"2014","2015-07-14"
1326,"Asia","India",NULL,"2015","2016-04-29"
1327,"Asia","India","Natural - Dry","2013","2014-06-03"
1328,"Africa","Uganda",NULL,"2013","2015-06-27"
1329,"Africa","Uganda",NULL,"2013","2015-06-27"
1330,"Africa","Uganda",NULL,"2013","2015-06-27"
1331,"Asia","India",NULL,"2014","2015-05-19"
1332,"Asia","India","Natural - Dry","2013","2014-06-20"
1333,"North America","United States","Natural - Dry","2012","2013-02-28"
1334,"South America","Ecuador",NULL,"2016","2017-01-18"
1335,"South America","Ecuador",NULL,"2016","2017-01-18"
1336,"North America","United States","Natural - Dry","2014","2015-12-23"
1337,"Asia","India","Natural - Dry","2013","2015-08-25"
1338,"Asia","Vietnam","Natural - Dry","2013","2015-08-25"
